"MISSION","SETNO","SDATE","DMIN","DMAX","SURFACE_TEMPERATURE","BOTTOM_TEMPERATURE","LATITUDE","LONGITUDE","YEAR","XTYPE","XTYPEDESC","SPEC","TOTWGT","TOTNO","COMM"
"NED2014102",28,"2014-03-16 00:40:00",61,62,NA,NA,44.9398333333333,-66.069,2014,5,"Comparative fishing experiment",2550,132.4,116,"AMERICAN LOBSTER"
"NED2015017",91,"2015-07-12 08:28:00",29,30,NA,NA,45.0206666666667,-66.5433333333333,2015,1,"Stratified random survey set",2550,322.46,739,"AMERICAN LOBSTER"
"NED2017020",42,"2017-07-09 01:45:00",39,49,10.63,7.47,44.96,-66.8253333333333,2017,1,"Stratified random survey set",2550,21.33,20,"AMERICAN LOBSTER"
"NED2013002",101,"2013-03-17 06:32:00",113,116,NA,NA,42.2308333333333,-67.108,2013,5,"Comparative fishing experiment",2550,25.48,24,"AMERICAN LOBSTER"
"NED2015002",58,"2015-03-25 21:34:00",20,21,NA,NA,41.7913333333333,-67.8978333333333,2015,1,"Stratified random survey set",2550,9.64,15,"AMERICAN LOBSTER"
"NED2016016",204,"2016-08-05 03:07:00",62,63,18.5,9.9,42.8513333333333,-64.337,2016,1,"Stratified random survey set",2550,1.77,2,"AMERICAN LOBSTER"
"NED2010027",43,"2010-07-12 10:45:00",106,114,11.22,7.66,44.3368333333333,-66.6128333333333,2010,1,"Stratified random survey set",2550,5.43,4,"AMERICAN LOBSTER"
"NED2012002",41,"2012-02-17 19:27:00",33,35,6.57,6.58,41.6866666666667,-67.0145,2012,1,"Stratified random survey set",2550,1.076,1,"AMERICAN LOBSTER"
"NED2010001",27,"2010-03-01 11:28:00",83,88,4.98,7.97,41.7895,-65.7478333333333,2010,1,"Stratified random survey set",2550,1.195,1,"AMERICAN LOBSTER"
"NED2017020",108,"2017-07-15 13:04:00",48,49,16.03,11,42.5405,-65.7585,2017,1,"Stratified random survey set",2550,58.6,44,"AMERICAN LOBSTER"
"TEL2016003",71,"2016-03-24 17:47:00",57,60,NA,NA,43.275,-64.8185,2016,1,"Stratified random survey set",2550,13.96,13,"AMERICAN LOBSTER"
"NED2011025",56,"2011-07-11 14:43:00",38,39,11.76,10.16,44.8981666666667,-65.5171666666667,2011,1,"Stratified random survey set",2550,46.81,71,"AMERICAN LOBSTER"
"NED2013028",95,"2013-08-11 14:20:00",65,66,NA,NA,42.5655,-66.0046666666667,2013,5,"Comparative fishing experiment",2550,36.55,22,"AMERICAN LOBSTER"
"NED2016016",50,"2016-07-10 16:14:00",39,42,11.5,10,43.9845,-66.4351666666667,2016,1,"Stratified random survey set",2550,22.33,30,"AMERICAN LOBSTER"
"NED2014002",5,"2014-02-21 16:20:00",56,56,NA,NA,41.9476666666667,-65.9528333333333,2014,1,"Stratified random survey set",2550,40.29,32,"AMERICAN LOBSTER"
"NED2013022",17,"2013-07-04 12:04:00",50,51,10.62,6.71,42.6498333333333,-65.3595,2013,1,"Stratified random survey set",2550,14.48,10,"AMERICAN LOBSTER"
"NED2012002",4,"2012-02-11 21:04:00",46,46,NA,NA,42.0611666666667,-66.349,2012,1,"Stratified random survey set",2550,3.39,1,"AMERICAN LOBSTER"
"NED2013022",71,"2013-07-10 04:36:00",44,46,13.45,8.92,44.9523333333333,-65.7486666666667,2013,1,"Stratified random survey set",2550,4.16,4,"AMERICAN LOBSTER"
"NED2013028",90,"2013-08-11 07:22:00",157,159,NA,NA,42.4683333333333,-66.6411666666667,2013,5,"Comparative fishing experiment",2550,10.87,10,"AMERICAN LOBSTER"
"NED2014102",41,"2014-03-19 22:48:00",90,90,NA,NA,42.6488333333333,-66.629,2014,5,"Comparative fishing experiment",2550,1.28,1,"AMERICAN LOBSTER"
"NED2013022",93,"2013-07-12 18:50:00",226,240,17.93,5.5,42.706,-64.1401666666667,2013,1,"Stratified random survey set",2550,1.2,1,"AMERICAN LOBSTER"
"NED2013002",86,"2013-03-14 22:23:00",19,26,6.09,6.13,41.4358333333333,-68.1261666666667,2013,1,"Stratified random survey set",2550,0.694,1,"AMERICAN LOBSTER"
"NED2014002",66,"2014-03-02 05:21:00",30,32,NA,NA,41.3508333333333,-68.3155,2014,1,"Stratified random survey set",2550,0.982,3,"AMERICAN LOBSTER"
"NED2014101",9,"2014-03-09 11:56:00",67,68,NA,NA,42.919,-64.3611666666667,2014,1,"Stratified random survey set",2550,1.57,1,"AMERICAN LOBSTER"
"NED2014101",30,"2014-03-16 09:48:00",40,41,NA,NA,44.9118333333333,-65.6393333333333,2014,1,"Stratified random survey set",2550,1.322,2,"AMERICAN LOBSTER"
"NED2014018",23,"2014-07-14 01:25:00",46,48,12.85,13.12,42.5141666666667,-65.785,2014,1,"Stratified random survey set",2550,216.75,217,"AMERICAN LOBSTER"
"NED2014002",24,"2014-02-23 13:28:00",69,73,NA,NA,42.1493333333333,-67.287,2014,1,"Stratified random survey set",2550,4.21,3,"AMERICAN LOBSTER"
"NED2012022",47,"2012-07-10 21:32:00",52,52,17.12,11.24,42.5406666666667,-65.4456666666667,2012,1,"Stratified random survey set",2550,10.01,9,"AMERICAN LOBSTER"
"NED2016016",34,"2016-07-07 14:50:00",53,54,15.4,10.8,41.5331666666667,-66.11,2016,1,"Stratified random survey set",2550,18.2,10,"AMERICAN LOBSTER"
"NED2010027",50,"2010-07-13 06:42:00",43,45,11.12,10.93,45.1145,-65.2381666666667,2010,1,"Stratified random survey set",2550,3.35,3,"AMERICAN LOBSTER"
"TEL2016003",65,"2016-03-23 02:46:00",46,50,NA,NA,44.684,-65.9868333333333,2016,1,"Stratified random survey set",2550,14.45,24,"AMERICAN LOBSTER"
"NED2012022",45,"2012-07-10 16:56:00",78,79,16.54,11.04,42.8546666666667,-65.2601666666667,2012,1,"Stratified random survey set",2550,3.59,2,"AMERICAN LOBSTER"
"NED2014002",11,"2014-02-22 09:32:00",119,122,5.72,9.78,42.2206666666667,-66.4783333333333,2014,1,"Stratified random survey set",2550,51.89,43,"AMERICAN LOBSTER"
"NED2014018",24,"2014-07-14 04:03:00",71,72,12.02,12.77,42.5105,-65.9558333333333,2014,1,"Stratified random survey set",2550,0.836,1,"AMERICAN LOBSTER"
"NED2012002",87,"2012-03-04 12:51:00",60,62,NA,NA,42.6375,-64.8935,2012,5,"Comparative fishing experiment",2550,3.14,2,"AMERICAN LOBSTER"
"TEL2016002",6,"2016-02-25 02:09:00",92,96,NA,NA,41.9966666666667,-65.8898333333333,2016,1,"Stratified random survey set",2550,4.4,4,"AMERICAN LOBSTER"
"TEL2018023",24,"2018-07-16 16:12:00",94,96,15.2,7.7,43.5586666666667,-64.0781666666667,2018,1,"Stratified random survey set",2550,1.105,1,"AMERICAN LOBSTER"
"NED2014018",15,"2014-07-13 08:30:00",53,55,11.92,6.29,42.8271666666667,-64.7973333333333,2014,1,"Stratified random survey set",2550,6.73,4,"AMERICAN LOBSTER"
"NED2013022",68,"2013-07-09 22:06:00",40,42,13.32,8.48,45.1085,-66.072,2013,1,"Stratified random survey set",2550,83.15,165,"AMERICAN LOBSTER"
"NED2013022",57,"2013-07-08 19:16:00",89,90,14.15,7.99,44.02,-66.9146666666667,2013,1,"Stratified random survey set",2550,0.282,1,"AMERICAN LOBSTER"
"NED2016016",54,"2016-07-11 04:44:00",103,104,9.8,8.4,44.4461666666667,-66.5183333333333,2016,1,"Stratified random survey set",2550,56.1,41,"AMERICAN LOBSTER"
"NED2011002",112,"2011-03-14 14:55:00",55,58,NA,NA,42.5725,-65.9641666666667,2011,8,"Exploratory fishing",2550,19.17,0,"AMERICAN LOBSTER"
"NED2013022",50,"2013-07-07 17:38:00",109,111,15.79,9.02,42.774,-67.3125,2013,1,"Stratified random survey set",2550,11.6,5,"AMERICAN LOBSTER"
"NED2012002",129,"2012-03-14 06:27:00",166,168,5.99,8,42.3561666666667,-67.2663333333333,2012,1,"Stratified random survey set",2550,15.28,15,"AMERICAN LOBSTER"
"TEL2016003",54,"2016-03-21 13:45:00",103,104,NA,NA,44.2536666666667,-66.6818333333333,2016,1,"Stratified random survey set",2550,12.97,12,"AMERICAN LOBSTER"
"NED2014018",75,"2014-07-26 18:27:00",53,53,16.51,9.47,42.6106666666667,-65.2383333333333,2014,1,"Stratified random survey set",2550,12.94,9,"AMERICAN LOBSTER"
"NED2014018",97,"2014-07-29 09:25:00",75,76,18.96,11.58,42.84,-62.8556666666667,2014,1,"Stratified random survey set",2550,1.352,1,"AMERICAN LOBSTER"
"NED2011025",102,"2011-07-16 09:14:00",118,125,14.12,10.04,42.1315,-65.4891666666667,2011,1,"Stratified random survey set",2550,2.12,1,"AMERICAN LOBSTER"
"NED2013022",81,"2013-07-11 10:20:00",38,39,10.27,9.48,43.9836666666667,-66.4145,2013,1,"Stratified random survey set",2550,62.08,129,"AMERICAN LOBSTER"
"NED2011002",16,"2011-02-23 16:25:00",34,38,NA,NA,41.933,-66.7666666666667,2011,1,"Stratified random survey set",2550,0.61,1,"AMERICAN LOBSTER"
"NED2012022",112,"2012-07-18 03:00:00",61,63,19.8,13.15,42.2595,-65.4261666666667,2012,1,"Stratified random survey set",2550,22.65,20,"AMERICAN LOBSTER"
"NED2012022",48,"2012-07-10 23:47:00",48,49,NA,NA,42.4653333333333,-65.706,2012,1,"Stratified random survey set",2550,9.2,7,"AMERICAN LOBSTER"
"NED2012022",16,"2012-07-06 13:28:00",64,65,17.59,9.28,42.8385,-64.3318333333333,2012,1,"Stratified random survey set",2550,3.3,2,"AMERICAN LOBSTER"
"NED2010001",62,"2010-03-07 17:18:00",49,51,6.56,7.45,41.5568333333333,-66.1453333333333,2010,1,"Stratified random survey set",2550,9.16,4,"AMERICAN LOBSTER"
"NED2014102",27,"2014-03-15 19:24:00",31,32,NA,NA,45.0111666666667,-66.7105,2014,5,"Comparative fishing experiment",2550,15.81,9,"AMERICAN LOBSTER"
"TEL2016003",67,"2016-03-23 22:51:00",67,68,NA,NA,43.5351666666667,-66.5718333333333,2016,1,"Stratified random survey set",2550,29.8,61,"AMERICAN LOBSTER"
"VEN2018002",49,"2018-03-25 20:11:00",42,45,NA,6.8,42.0935,-66.586,2018,1,"Stratified random survey set",2550,12.65,11,"AMERICAN LOBSTER"
"NED2016016",56,"2016-07-11 10:52:00",49,53,11.5,8.5,44.809,-66.8928333333333,2016,1,"Stratified random survey set",2550,194.42,181,"AMERICAN LOBSTER"
"NED2017020",254,"2017-08-12 01:35:00",72,72,NA,NA,42.9913333333333,-62.3278333333333,2017,1,"Stratified random survey set",2550,81.24,43,"AMERICAN LOBSTER"
"NED2015017",59,"2015-07-08 19:53:00",53,54,12.22,5.25,42.554,-65.3611666666667,2015,1,"Stratified random survey set",2550,64.54,49,"AMERICAN LOBSTER"
"NED2012022",83,"2012-07-14 15:06:00",58,62,14.7,8.96,44.8405,-66.0655,2012,1,"Stratified random survey set",2550,3.19,2,"AMERICAN LOBSTER"
"NED2016016",43,"2016-07-08 18:31:00",46,50,16.1,7.9,42.1445,-66.7916666666667,2016,1,"Stratified random survey set",2550,3.69,3,"AMERICAN LOBSTER"
"TEL2016003",62,"2016-03-22 16:39:00",36,38,NA,NA,45.0451666666667,-65.2728333333333,2016,1,"Stratified random survey set",2550,2.089,3,"AMERICAN LOBSTER"
"NED2011025",78,"2011-07-13 18:46:00",106,112,17.87,8.31,43.3963333333333,-67.3231666666667,2011,1,"Stratified random survey set",2550,0.948,1,"AMERICAN LOBSTER"
"VEN2018002",51,"2018-03-26 00:47:00",147,157,NA,8.3,42.3511666666667,-66.4043333333333,2018,1,"Stratified random survey set",2550,59.42,58,"AMERICAN LOBSTER"
"NED2014101",36,"2014-03-18 21:30:00",92,96,NA,NA,43.8118333333333,-67.2235,2014,1,"Stratified random survey set",2550,5.51,5,"AMERICAN LOBSTER"
"NED2011025",272,"2011-08-07 01:44:00",57,57,17.5,8.15,43.2416666666667,-61.3511666666667,2011,1,"Stratified random survey set",2550,1.174,1,"AMERICAN LOBSTER"
"NED2016016",254,"2016-08-10 07:29:00",106,109,19.1,9.9,44.0345,-58.5395,2016,1,"Stratified random survey set",2550,0.89,1,"AMERICAN LOBSTER"
"NED2014002",70,"2014-03-02 11:36:00",20,20,NA,NA,41.7393333333333,-68.0285,2014,1,"Stratified random survey set",2550,10.76,13,"AMERICAN LOBSTER"
"TEL2016002",48,"2016-03-03 12:31:00",150,157,NA,NA,42.3206666666667,-66.4776666666667,2016,1,"Stratified random survey set",2550,58.96,53,"AMERICAN LOBSTER"
"TEL2018023",83,"2018-07-26 16:52:00",66,67,17.3,9.6,42.318,-65.2773333333333,2018,1,"Stratified random survey set",2550,32.06,31,"AMERICAN LOBSTER"
"NED2013022",58,"2013-07-08 22:07:00",94,100,13.16,8.21,44.2776666666667,-67.1798333333333,2013,1,"Stratified random survey set",2550,2.07,2,"AMERICAN LOBSTER"
"NED2016016",88,"2016-07-15 08:18:00",99,102,14.8,9.3,42.6275,-66.7566666666667,2016,1,"Stratified random survey set",2550,12.18,15,"AMERICAN LOBSTER"
"NED2015002",63,"2015-03-26 08:38:00",46,47,NA,NA,42.0891666666667,-66.4133333333333,2015,1,"Stratified random survey set",2550,0.965,2,"AMERICAN LOBSTER"
"NED2017020",53,"2017-07-10 02:06:00",29,31,11.19,10.64,45.3446666666667,-65.3008333333333,2017,1,"Stratified random survey set",2550,26.22,43,"AMERICAN LOBSTER"
"NED2012022",94,"2012-07-15 23:35:00",118,120,19.81,9.23,43.5748333333333,-67.4126666666667,2012,1,"Stratified random survey set",2550,1.73,2,"AMERICAN LOBSTER"
"NED2012022",105,"2012-07-17 08:46:00",52,53,18.42,9.04,41.5725,-66.1535,2012,1,"Stratified random survey set",2550,7.62,5,"AMERICAN LOBSTER"
"NED2013022",120,"2013-07-17 06:54:00",49,50,17.98,6.85,43.178,-61.7541666666667,2013,1,"Stratified random survey set",2550,6.92,1,"AMERICAN LOBSTER"
"TEL2016003",37,"2016-03-19 00:35:00",145,150,NA,NA,42.4181666666667,-66.4318333333333,2016,1,"Stratified random survey set",2550,14.8,14,"AMERICAN LOBSTER"
"NED2013002",14,"2013-02-28 08:20:00",51,52,NA,NA,41.4403333333333,-66.2866666666667,2013,1,"Stratified random survey set",2550,12.73,4,"AMERICAN LOBSTER"
"NED2011025",49,"2011-07-10 20:26:00",32,36,10.92,9.48,44.096,-66.406,2011,1,"Stratified random survey set",2550,19.09,50,"AMERICAN LOBSTER"
"NED2010027",52,"2010-07-13 11:52:00",31,31,11.28,11.22,45.312,-65.3156666666667,2010,1,"Stratified random survey set",2550,2.38,6,"AMERICAN LOBSTER"
"NED2013028",66,"2013-08-09 08:26:00",33,36,NA,NA,42.645,-66.1685,2013,5,"Comparative fishing experiment",2550,16.46,8,"AMERICAN LOBSTER"
"TEL2018023",17,"2018-07-15 19:14:00",83,84,15.3,12.3,43.0855,-63.3761666666667,2018,1,"Stratified random survey set",2550,2.32,2,"AMERICAN LOBSTER"
"NED2011025",88,"2011-07-14 22:54:00",89,90,14.19,8.46,42.1711666666667,-66.756,2011,1,"Stratified random survey set",2550,18.66,19,"AMERICAN LOBSTER"
"TEL2018023",84,"2018-07-26 19:53:00",61,61,17.1,5.8,42.641,-64.9311666666667,2018,1,"Stratified random survey set",2550,2.51,3,"AMERICAN LOBSTER"
"NED2016016",93,"2016-07-15 20:13:00",40,42,NA,NA,42.7418333333333,-65.9931666666667,2016,1,"Stratified random survey set",2550,89.57,68,"AMERICAN LOBSTER"
"NED2015017",238,"2015-08-17 03:25:00",42,44,19.34,6.03,43.4183333333333,-62.3553333333333,2015,1,"Stratified random survey set",2550,0.767,1,"AMERICAN LOBSTER"
"NED2016016",213,"2016-08-06 02:22:00",75,80,19.7,12.7,42.9278333333333,-63.1058333333333,2016,1,"Stratified random survey set",2550,0.946,1,"AMERICAN LOBSTER"
"NED2017020",57,"2017-07-10 11:22:00",52,55,12.56,7.71,45.0036666666667,-65.8555,2017,1,"Stratified random survey set",2550,5.27,7,"AMERICAN LOBSTER"
"TEL2018023",87,"2018-07-27 04:51:00",67,69,17.5,10.6,42.7096666666667,-64.5761666666667,2018,1,"Stratified random survey set",2550,17.81,14,"AMERICAN LOBSTER"
"NED2014101",51,"2014-03-21 20:39:00",49,51,NA,NA,42.9728333333333,-64.626,2014,1,"Stratified random survey set",2550,11,7,"AMERICAN LOBSTER"
"NED2016016",10,"2016-06-29 17:35:00",78,79,15.6,12,43.1356666666667,-63.1686666666667,2016,1,"Stratified random survey set",2550,1.458,1,"AMERICAN LOBSTER"
"NED2017020",45,"2017-07-09 07:21:00",24,25,10.22,9.15,45.0731666666667,-66.3755,2017,1,"Stratified random survey set",2550,36.95,51,"AMERICAN LOBSTER"
"NED2014101",41,"2014-03-19 23:44:00",90,91,NA,NA,42.6446666666667,-66.6355,2014,1,"Stratified random survey set",2550,2.8,2,"AMERICAN LOBSTER"
"NED2014018",16,"2014-07-13 10:52:00",55,56,10.97,6.99,42.826,-65.1141666666667,2014,1,"Stratified random survey set",2550,1.584,1,"AMERICAN LOBSTER"
"NED2011025",85,"2011-07-14 14:30:00",124,129,11.51,9.18,42.5785,-66.8008333333333,2011,1,"Stratified random survey set",2550,6.55,7,"AMERICAN LOBSTER"
"NED2010001",9,"2010-02-27 16:37:00",36,41,NA,NA,42.1231666666667,-66.7475,2010,1,"Stratified random survey set",2550,0.766,2,"AMERICAN LOBSTER"
"NED2013022",37,"2013-07-06 07:01:00",113,115,15.39,8.97,42.2175,-66.3191666666667,2013,1,"Stratified random survey set",2550,23.58,20,"AMERICAN LOBSTER"
"NED2010027",28,"2010-07-09 21:19:00",45,47,16.75,6.43,42.7056666666667,-65.9688333333333,2010,1,"Stratified random survey set",2550,24.25,15,"AMERICAN LOBSTER"
"TEL2016003",38,"2016-03-19 04:53:00",183,190,NA,NA,42.3865,-66.9698333333333,2016,1,"Stratified random survey set",2550,38.54,41,"AMERICAN LOBSTER"
"NED2012002",59,"2012-03-01 01:45:00",44,46,NA,NA,41.9548333333333,-66.4993333333333,2012,1,"Stratified random survey set",2550,1.018,1,"AMERICAN LOBSTER"
"NED2014018",39,"2014-07-18 06:33:00",42,43,9.91,9.32,45.1141666666667,-65.9593333333333,2014,1,"Stratified random survey set",2550,78.67,108,"AMERICAN LOBSTER"
"NED2011025",94,"2011-07-15 12:45:00",52,56,13.72,7.11,41.9196666666667,-65.975,2011,1,"Stratified random survey set",2550,9.08,11,"AMERICAN LOBSTER"
"NED2012022",128,"2012-07-19 21:26:00",21,24,16.15,8.89,43.7556666666667,-60.79,2012,1,"Stratified random survey set",2550,5.3,1,"AMERICAN LOBSTER"
"NED2014102",14,"2014-03-11 14:26:00",83,84,NA,NA,43.2811666666667,-65.2185,2014,5,"Comparative fishing experiment",2550,8.12,0,"AMERICAN LOBSTER"
"NED2015017",62,"2015-07-09 03:52:00",34,36,8.29,8.29,42.7386666666667,-66.2656666666667,2015,1,"Stratified random survey set",2550,173.38,173,"AMERICAN LOBSTER"
"NED2013022",75,"2013-07-10 17:22:00",27,30,11.43,11.24,45.3105,-65.0408333333333,2013,1,"Stratified random survey set",2550,30.47,42,"AMERICAN LOBSTER"
"NED2017020",74,"2017-07-12 08:46:00",112,116,NA,NA,42.6845,-67.3688333333333,2017,8,"Exploratory fishing",2550,3.09,5,"AMERICAN LOBSTER"
"NED2017020",194,"2017-07-31 19:34:00",91,95,17.64,11.05,44.1568333333333,-63.1176666666667,2017,1,"Stratified random survey set",2550,0.92,1,"AMERICAN LOBSTER"
"TEL2018023",25,"2018-07-16 19:10:00",92,92,14.3,10,43.6505,-64.3506666666667,2018,1,"Stratified random survey set",2550,3.8,2,"AMERICAN LOBSTER"
"NED2014101",47,"2014-03-21 06:25:00",60,60,NA,NA,42.4546666666667,-65.3013333333333,2014,1,"Stratified random survey set",2550,18.29,16,"AMERICAN LOBSTER"
"NED2012002",110,"2012-03-12 10:05:00",57,59,3.45,7.44,42.6028333333333,-65.1538333333333,2012,1,"Stratified random survey set",2550,8.84,5,"AMERICAN LOBSTER"
"NED2014018",45,"2014-07-18 23:37:00",38,39,10.52,10.13,44.795,-65.7596666666667,2014,1,"Stratified random survey set",2550,35.84,40,"AMERICAN LOBSTER"
"NED2012002",89,"2012-03-04 16:31:00",60,62,NA,NA,42.632,-64.8935,2012,8,"Exploratory fishing",2550,3.49,2,"AMERICAN LOBSTER"
"NED2016016",187,"2016-08-03 13:35:00",51,56,17.7,6.7,42.9581666666667,-64.5398333333333,2016,1,"Stratified random survey set",2550,5.11,4,"AMERICAN LOBSTER"
"NED2013028",62,"2013-08-09 00:29:00",41,46,NA,NA,42.7071666666667,-65.9675,2013,5,"Comparative fishing experiment",2550,4.84,7,"AMERICAN LOBSTER"
"NED2010002",73,"2010-03-28 13:58:00",63,68,4.94,11.39,43.0131666666667,-62.2573333333333,2010,1,"Stratified random survey set",2550,24.39,9,"AMERICAN LOBSTER"
"TEL2018023",47,"2018-07-21 00:59:00",107,109,16.2,10.4,42.7345,-67.3898333333333,2018,1,"Stratified random survey set",2550,5.22,4,"AMERICAN LOBSTER"
"NED2011025",92,"2011-07-15 08:11:00",112,114,13.67,9.09,42.2196666666667,-66.2713333333333,2011,1,"Stratified random survey set",2550,0.604,1,"AMERICAN LOBSTER"
"NED2013022",72,"2013-07-10 10:22:00",46,48,10.58,9.34,45.0088333333333,-65.5606666666667,2013,1,"Stratified random survey set",2550,0.69,1,"AMERICAN LOBSTER"
"TEL2018023",12,"2018-07-15 07:33:00",55,59,14.9,7.2,43.7096666666667,-63.2708333333333,2018,1,"Stratified random survey set",2550,1.73,1,"AMERICAN LOBSTER"
"NED2016016",74,"2016-07-13 15:03:00",78,81,14.1,8.3,44.1618333333333,-67.0211666666667,2016,1,"Stratified random survey set",2550,9.56,12,"AMERICAN LOBSTER"
"NED2013028",71,"2013-08-09 15:02:00",55,56,NA,NA,42.7643333333333,-66.4255,2013,5,"Comparative fishing experiment",2550,6.54,3,"AMERICAN LOBSTER"
"NED2013002",111,"2013-03-18 10:43:00",59,62,3.36,11.23,42.5443333333333,-65.9355,2013,5,"Comparative fishing experiment",2550,53.13,24,"AMERICAN LOBSTER"
"NED2011002",60,"2011-03-05 08:45:00",97,98,NA,NA,42.0376666666667,-67.8401666666667,2011,1,"Stratified random survey set",2550,40.46,37,"AMERICAN LOBSTER"
"NED2016016",191,"2016-08-03 20:31:00",53,54,17.5,6.7,42.8213333333333,-64.8451666666667,2016,1,"Stratified random survey set",2550,13.6,11,"AMERICAN LOBSTER"
"NED2013028",73,"2013-08-09 18:03:00",100,101,NA,NA,42.8795,-66.6115,2013,5,"Comparative fishing experiment",2550,6.06,5,"AMERICAN LOBSTER"
"NED2013022",42,"2013-07-06 18:37:00",72,96,15.68,9.59,41.3976666666667,-66.1376666666667,2013,1,"Stratified random survey set",2550,3.02,3,"AMERICAN LOBSTER"
"NED2013022",74,"2013-07-10 16:09:00",25,27,11.67,11.08,45.2955,-64.896,2013,1,"Stratified random survey set",2550,9.12,13,"AMERICAN LOBSTER"
"NED2011025",71,"2011-07-13 00:40:00",56,61,9.4,8.52,44.8043333333333,-66.8496666666667,2011,1,"Stratified random survey set",2550,11.2,8,"AMERICAN LOBSTER"
"NED2010027",73,"2010-07-15 21:38:00",164,164,19.35,8.27,42.3225,-66.9015,2010,1,"Stratified random survey set",2550,2.18,2,"AMERICAN LOBSTER"
"TEL2017002",56,"2017-03-29 16:08:00",51,52,1.5,3.9,42.3995,-65.6401666666667,2017,1,"Stratified random survey set",2550,12.36,12,"AMERICAN LOBSTER"
"NED2017020",25,"2017-07-06 18:47:00",45,47,NA,NA,42.9795,-64.7395,2017,1,"Stratified random survey set",2550,3.18,3,"AMERICAN LOBSTER"
"NED2014018",80,"2014-07-27 08:57:00",67,67,15.19,7.78,42.9108333333333,-64.3555,2014,1,"Stratified random survey set",2550,5.84,4,"AMERICAN LOBSTER"
"NED2015017",82,"2015-07-11 09:11:00",44,47,9.99,8.95,44.96,-65.5798333333333,2015,1,"Stratified random survey set",2550,20.49,13,"AMERICAN LOBSTER"
"NED2010001",48,"2010-03-06 09:48:00",16,28,NA,NA,41.7921666666667,-67.7018333333333,2010,1,"Stratified random survey set",2550,3.01,4,"AMERICAN LOBSTER"
"NED2013002",33,"2013-03-03 23:41:00",133,134,5,8.86,42.2446666666667,-66.899,2013,1,"Stratified random survey set",2550,6.97,5,"AMERICAN LOBSTER"
"NED2012002",74,"2012-03-03 09:35:00",51,55,NA,NA,41.4425,-66.2613333333333,2012,1,"Stratified random survey set",2550,3.46,1,"AMERICAN LOBSTER"
"NED2013022",73,"2013-07-10 12:59:00",31,33,10.06,9.89,45.1608333333333,-65.2171666666667,2013,1,"Stratified random survey set",2550,19.76,21,"AMERICAN LOBSTER"
"NED2017020",31,"2017-07-07 21:54:00",65,68,13.09,7.67,43.5781666666667,-66.6325,2017,1,"Stratified random survey set",2550,9.96,15,"AMERICAN LOBSTER"
"NED2014018",41,"2014-07-18 11:02:00",26,27,11.7,11.62,45.2515,-65.5775,2014,1,"Stratified random survey set",2550,61.46,73,"AMERICAN LOBSTER"
"NED2013002",92,"2013-03-16 01:24:00",33,36,NA,NA,41.9335,-69.8563333333333,2013,1,"Stratified random survey set",2550,4.21,8,"AMERICAN LOBSTER"
"NED2010001",55,"2010-03-07 06:51:00",42,44,5.22,5.23,41.8133333333333,-66.389,2010,1,"Stratified random survey set",2550,0.445,1,"AMERICAN LOBSTER"
"NED2016016",20,"2016-07-05 19:06:00",56,58,12.5,7.3,43.1221666666667,-65.2991666666667,2016,1,"Stratified random survey set",2550,2.34,3,"AMERICAN LOBSTER"
"TEL2018023",69,"2018-07-23 22:13:00",42,44,11.1,10.5,45.0603333333333,-65.5738333333333,2018,1,"Stratified random survey set",2550,24.2,20,"AMERICAN LOBSTER"
"NED2014018",76,"2014-07-26 21:21:00",64,65,22.42,11.44,42.5023333333333,-64.8991666666667,2014,1,"Stratified random survey set",2550,15.47,10,"AMERICAN LOBSTER"
"TEL2018023",18,"2018-07-15 21:35:00",86,87,15.5,11.4,43.0168333333333,-63.5008333333333,2018,1,"Stratified random survey set",2550,2.83,2,"AMERICAN LOBSTER"
"NED2016016",94,"2016-07-15 22:11:00",43,45,14,8.2,42.6993333333333,-65.932,2016,1,"Stratified random survey set",2550,35.58,34,"AMERICAN LOBSTER"
"NED2011025",26,"2011-07-08 12:54:00",59,60,12.01,6.72,42.7571666666667,-65.7281666666667,2011,1,"Stratified random survey set",2550,4.73,3,"AMERICAN LOBSTER"
"TEL2018023",66,"2018-07-23 13:16:00",26,26,14.2,12.8,45.3411666666667,-65.3836666666667,2018,1,"Stratified random survey set",2550,67.28,117,"AMERICAN LOBSTER"
"NED2014018",10,"2014-07-12 21:32:00",58,60,11.11,6.49,43.278,-64.7248333333333,2014,1,"Stratified random survey set",2550,1.346,1,"AMERICAN LOBSTER"
"NED2010027",97,"2010-07-18 11:25:00",56,56,19.33,7,43.1708333333333,-62.6783333333333,2010,1,"Stratified random survey set",2550,4.528,1,"AMERICAN LOBSTER"
"NED2011002",7,"2011-02-22 16:05:00",120,127,NA,NA,42.189,-65.9381666666667,2011,1,"Stratified random survey set",2550,4.69,5,"AMERICAN LOBSTER"
"NED2011002",119,"2011-03-16 07:52:00",95,106,NA,NA,42.5558333333333,-66.1841666666667,2011,8,"Exploratory fishing",2550,137.75,0,"AMERICAN LOBSTER"
"NED2013002",83,"2013-03-14 16:56:00",34,36,5.94,5.95,41.325,-68.5345,2013,1,"Stratified random survey set",2550,0.23,1,"AMERICAN LOBSTER"
"TEL2017002",10,"2017-03-22 06:39:00",34,37,4.6,4.7,41.6433333333333,-66.93,2017,1,"Stratified random survey set",2550,0.234,1,"AMERICAN LOBSTER"
